index,North Elbert,Mt Massive,N Cottonwood Creek,Lake Como,La Plata,Nellie Creek,South Colony Lakes,Kite Lake,Grays Peak,Baldwin Gulch,Castle Creek,Quandary,Guanella Pass,Longs Peak,Rock of Ages,Shavano Tabeguache,Missouri Gulch,Mt Princeton Road,Denny Creek,Willow Creek,Navajo Lake,Maroon Lake,Yankee Boy Basin,Capitol Creek,Crags Campground,Snowmass Creek,Needleton,American Basin,Culebra (main),Huerfano-Lily Lake,Fourmile Creek,Silver Creek-Grizzly Gulch,Matterhorn Creek,Stewart Creek,Half Moon,Clear Creek
2019-06-02 03:00:00,0.010827088827300458,0.010827088827300458,0.01978993421236806,0.04373999999999999,0.005239736849472309,0.0,0.01812735197782813,0.01423894739788923,0.010927351977828133,0.02200993421236806,0.0013997368494723078,0.010409407911312635,0.020958947397889238,8.748355309201465e-05,8.748355309201465e-05,0.02166,0.010039736849472307,0.026460000000000004,0.023726694101508846,0.015360000000000006,0.0013997368494723078,8.748355309201465e-05,0.0003499342123680586,0.0,0.017339999999999998,0.0,0.0032299342123680587,0.008673213762008846,0.03456000000000001,0.03750000000000001,0.018597631645250554,0.007413213762008847,0.0003499342123680586,0.0010474835530920163,0.0003499342123680586,0.009149407911312642
2019-06-02 04:00:00,0.012221694101508845,0.012221694101508845,0.02220677220682509,0.02166,0.003931541950113379,0.0,0.026809934212368065,0.01423894739788923,0.010927351977828133,0.027247351977828137,0.0013997368494723078,0.010409407911312635,0.020958947397889238,8.748355309201465e-05,8.748355309201465e-05,0.03174000000000001,0.008902746719172353,0.04703999999999999,0.025356180118137738,0.026460000000000004,0.0013997368494723078,8.748355309201465e-05,0.0003499342123680586,0.0,0.026809934212368065,0.0,0.0032299342123680587,0.008673213762008846,0.04703999999999999,0.026460000000000004,0.018597631645250554,0.007413213762008847,0.0003499342123680586,0.0014999999999999992,0.0003499342123680586,0.007536180118137739
2019-06-02 05:00:00,0.010409407911312635,0.010409407911312635,0.010927351977828133,0.01944,0.0031470888273004596,0.0003499342123680586,0.024135665039205004,0.008760949861426028,0.0073997368494723124,0.013849934212368062,0.0007873519778281319,0.005586377481033545,0.018888355309201833,0.0003499342123680586,0.0,0.017339999999999998,0.005751717038948405,0.029040000000000007,0.011789407911312638,0.01944,0.0007873519778281671,0.0003499342123680586,0.002187088827300458,8.748355309201465e-05,0.013159736849472308,0.0,8.748355309201465e-05,0.005160949861426028,0.01944,0.02166,0.013525509924134177,0.004920949861426028,0.002187088827300458,0.0006274835530920156,0.00047629934461208037,0.005246694101508848
2019-06-02 06:00:00,0.006027088827300459,0.006027088827300459,0.01210993421236806,0.007259999999999998,0.0010716735253772129,8.748355309201465e-05,8.748355309201465e-05,0.005786694101508845,0.002947351977828132,0.031761870888273015,0.005067088827300458,0.0031470888273004596,0.013086167800453522,0.0,0.0,0.03464748355309202,0.003687088827300457,0.03750000000000001,0.023726694101508846,0.000540000000000001,0.0003499342123680704,0.0007873519778281319,0.0007873519778281605,0.0003499342123680586,0.0060000000000000045,0.0,0.0003499342123680586,0.005598947397889231,0.004860000000000002,0.0009600000000000017,0.009288355309201832,0.005598947397889231,0.0031494079113126377,0.0003499342123680586,0.0006221052664321055,0.00681394739788923
2019-06-02 07:00:00,0.0035597368494723076,0.0035597368494723076,0.012702483553092017,0.007706666666666667,0.0003499342123680586,0.0,6.519660500000011e-06,0.012533508580386873,0.013500000000000003,0.029040000000000007,0.007664444444444451,0.007609934212368057,0.026933508580386872,0.0011111111111111144,0.0,0.03174000000000001,0.0017473519778281334,0.03601500000000001,0.019514018644494795,0.0029400000000000003,0.007031927997536466,0.006944444444444451,0.007031927997536466,0.0,0.0002400000000000004,0.0,0.006944444444444451,0.00937153327174491,0.0038400000000000014,0.0014999999999999992,0.014685367150975652,0.010093852355757089,0.007031927997536466,0.0,0.007791796422272583,0.0028997368494723067
2019-06-02 08:00:00,0.0009600000000000017,0.0009600000000000017,0.013500000000000003,0.008166666666666662,0.0,0.003086419753086416,0.0001104163632012502,0.029685679012345676,0.03174000000000001,0.026460000000000004,0.01651493421236806,0.017339999999999998,0.056085679012345666,0.009104444444444451,0.003086419753086416,0.029040000000000007,0.000540000000000001,0.03456000000000001,0.01802666666666668,0.00864,0.015625,0.015625,0.015625,0.003086419753086416,0.0,0.003086419753086416,0.016652351977828134,0.02218394739788923,0.0029400000000000003,0.0029400000000000003,0.02989276783964614,0.02325116780045352,0.015865,0.0,0.020485000000000003,0.005226666666666671
2019-06-02 09:00:00,0.0002400000000000004,0.0002400000000000004,0.022815000000000002,0.00864,0.0025350000000000004,0.012345679012345678,0.0016356650392049994,0.027777777777777783,0.0,0.03037500000000001,0.03377777777777779,0.0,0.027777777777777783,0.01777777777777777,0.01330567901234568,0.026460000000000004,0.005415000000000003,0.04703999999999999,0.017339999999999998,0.015360000000000006,0.028737777777777786,0.029937777777777782,0.028317777777777785,0.013845679012345678,0.0,0.012405679012345678,0.029937777777777782,0.03290486660507824,0.00216,0.003975665039205002,0.027777777777777783,0.03387370534959042,0.02927777777777778,6.519660500000011e-06,0.04313777777777779,0.011206666666666665
2019-06-02 10:00:00,0.015236111111111117,0.015236111111111117,0.03456000000000001,0.016759736849472386,0.012037777777777781,0.028737777777777786,0.003027871704540313,0.04951833333333333,0.009946666666666673,0.03567111111111112,0.06106277777777777,0.007913333333333342,0.04955166666666666,0.037680816886425356,0.032637777777777786,0.035331604938271616,0.015360000000000006,0.06144,0.041504444444444455,0.01944,0.049402777777777775,0.05386277777777777,0.04724277777777777,0.036505261330869815,0.0017361111111111127,0.030287711990145915,0.05081844281698277,0.04976293030126583,0.010376111111111114,0.004765218311120002,0.04920499999999999,0.05241269410349508,0.04724277777777777,0.0009534428169827808,0.07714277777777778,0.02117611111111111
2019-06-02 11:00:00,0.053984444444444446,0.053984444444444446,0.07776000000000001,0.031092687460953665,0.05157111111111111,0.05394271604938269,0.004910416363201253,0.12448222222222224,0.07645333333333335,0.08220444444444445,0.10231566503920503,0.06422,0.11646222222222227,0.10147660087903482,0.06506271604938269,0.06842641975308643,0.054,0.07854735197782825,0.10553777777777779,0.025399736849472384,0.08035021831112003,0.09216651966050002,0.07831566503920503,0.07958941015089177,0.006944444444444451,0.06892941015089178,0.08798632548612503,0.08065554853458003,0.02428444444444445,0.005499522907031253,0.11376874188272226,0.08303380903921703,0.07117566503920503,0.01655898281565143,0.12984,0.06852010948364945
2019-06-02 12:00:00,0.12377777777777776,0.12377777777777776,0.13390444444444444,0.049774938783671424,0.11547192799753646,0.1263667761503161,0.008750782568279844,0.28807763077161114,0.26543111111111106,0.12906771199014588,0.18866132942223113,0.23495763077161108,0.25607111111111114,0.2566941209808111,0.15125671036268423,0.09934213288521385,0.13871777777777777,0.10646546705838936,0.17036277777777775,0.03612616780045367,0.1554174365972361,0.17851412812814435,0.15307401162351933,0.1871287427563621,0.028571649416106026,0.16791662103524568,0.1643622148111311,0.1509936214419911,0.059605261330869824,0.009880113688613131,0.25196677615031615,0.1572422148111311,0.1317612905873561,0.05153486080764569,0.22122104532347928,0.15016795725402277
2019-06-02 13:00:00,0.14378938271604946,0.14378938271604946,0.1492777777777778,0.05511948464687322,0.11583999999999998,0.11178221530508806,0.045146168326550794,0.2593147942140904,0.3036483676268862,0.14846900321359202,0.1599271602381076,0.22185350192955583,0.2872683676268861,0.2674038939434942,0.1300015039588212,0.119825129755606,0.1552227160493827,0.128698727639204,0.18600000000000003,0.050765131155342993,0.13993516339210452,0.18370979502001383,0.1278358666325456,0.1882888491363625,0.0648624372460302,0.16494884913636249,0.1344245968960055,0.15265559826774763,0.08736831530095587,0.043780941258359865,0.2515017135100226,0.15960534175114044,0.12044597657410862,0.06048329901518782,0.21702628243890154,0.1656783810885877
2019-06-02 14:00:00,0.17070716049382711,0.17070716049382711,0.17938,0.08893095795760877,0.11377777777777776,0.11314311501326424,0.14573111111111112,0.23142577987486102,0.3498780148594027,0.1772711111111111,0.134785779874861,0.21759544181079762,0.32491801485940264,0.2809189787519947,0.1203612574924782,0.14746877193309887,0.18002049382716045,0.1607216941015091,0.21090944444444443,0.08041672517566717,0.12977474579812204,0.20034651966050002,0.10700464091761637,0.2031416634472721,0.12427126363459924,0.1862616634472721,0.11441457621743831,0.1687178738425398,0.12403368317310556,0.08185270993335478,0.2555650651240726,0.17886229090944106,0.12821225604597222,0.07546616832655079,0.21842748355309205,0.18766716049382715
